game_id,season,position,dj_score,wager,correct,coryat_score
3873,28,right,14600,8000,FALSE,14600
3871,28,returning_champion,13200,8000,TRUE,14200
3871,28,middle,5800,4201,TRUE,5800
3871,28,right,8200,3401,TRUE,14200
3870,28,returning_champion,15600,11601,FALSE,15600
3870,28,middle,12800,12500,TRUE,10200
3870,28,right,13600,10000,TRUE,10400
3869,28,returning_champion,15000,15000,TRUE,15000
3869,28,middle,10200,5201,TRUE,10200
3869,28,right,15400,14601,TRUE,10000
3868,28,returning_champion,6000,1000,TRUE,12000
3868,28,middle,26400,3600,TRUE,18000
3868,28,right,6600,5400,FALSE,6600
3867,28,returning_champion,18000,16401,FALSE,13000
3867,28,middle,16200,3800,FALSE,16200
3867,28,right,17200,16201,FALSE,13200
3866,28,returning_champion,7600,7600,TRUE,10600
3866,28,middle,12600,3201,TRUE,11000
3866,28,right,7900,5188,TRUE,12400
3865,28,returning_champion,15000,15000,TRUE,13400
3865,28,middle,5600,5555,TRUE,5600
3865,28,right,9800,5201,TRUE,8800
3864,28,returning_champion,13200,6800,TRUE,7400
3864,28,middle,9200,6001,TRUE,6000
3864,28,right,7600,7600,TRUE,7600
3863,28,returning_champion,8800,7601,FALSE,6600
3863,28,middle,8200,6001,FALSE,8200
3863,28,right,6400,2401,FALSE,12400
3862,28,returning_champion,11200,11150,FALSE,11200
3862,28,middle,13000,11000,TRUE,13200
3862,28,right,16200,10047,FALSE,16400
3861,28,returning_champion,11300,2701,FALSE,13000
3861,28,middle,7000,7000,TRUE,7000
3861,28,right,5200,5199,FALSE,5200
3860,28,returning_champion,13800,9401,TRUE,13800
3860,28,middle,11600,11600,TRUE,14000
3860,28,right,5400,5400,FALSE,10400
3859,28,returning_champion,10500,1501,TRUE,12600
3859,28,middle,6000,6000,FALSE,8800
3859,28,right,4400,0,FALSE,4400
3858,28,returning_champion,8200,2601,TRUE,6800
3858,28,middle,10800,5201,TRUE,10800
3858,28,right,18800,3000,FALSE,17400
3857,28,returning_champion,9200,9200,FALSE,9200
3857,28,middle,4000,3999,FALSE,3800
3857,28,right,12800,6601,FALSE,15800
3856,28,returning_champion,12600,6000,FALSE,10200
3856,28,middle,25200,0,TRUE,20600
3856,28,right,3000,3000,TRUE,3000
3855,28,returning_champion,7000,6201,TRUE,7000
3855,28,middle,6600,2001,TRUE,6400
3855,28,right,4300,1901,TRUE,6400
3854,28,returning_champion,6200,0,FALSE,6200
3854,28,middle,13600,1000,TRUE,13600
3854,28,right,13600,13600,FALSE,10600
3853,28,returning_champion,9600,7000,TRUE,9600
3853,28,middle,10400,8801,TRUE,8800
3853,28,right,8000,7800,TRUE,8800
3852,28,returning_champion,11000,8000,TRUE,11600
3852,28,middle,15600,10000,TRUE,13000
3852,28,right,17400,6600,TRUE,17400
3851,28,returning_champion,14600,12199,TRUE,16600
3851,28,middle,1200,200,FALSE,1200
3851,28,right,16000,13201,TRUE,16000
3850,28,returning_champion,19000,15001,FALSE,13200
3850,28,middle,13400,10000,FALSE,12000
3850,28,right,17000,12000,TRUE,15800
3842,28,returning_champion,13795,13000,FALSE,13800
3842,28,middle,9800,5000,FALSE,9800
3842,28,right,13000,12000,TRUE,13000
3849,28,returning_champion,21000,8601,FALSE,20000
3849,28,middle,14800,8000,TRUE,14800
3849,28,right,3200,3200,FALSE,5600
3848,28,returning_champion,9400,1799,FALSE,9400
3848,28,middle,11600,10001,FALSE,12800
3848,28,right,10800,9000,FALSE,10600
3846,28,returning_champion,10800,799,FALSE,10800
3846,28,middle,15400,6201,FALSE,14000
3846,28,right,9800,9799,FALSE,8400
3847,28,returning_champion,11000,9000,FALSE,11000
3847,28,middle,9200,3000,FALSE,9000
3847,28,right,5200,4001,TRUE,9000
3845,28,returning_champion,22400,7600,FALSE,21800
3845,28,middle,4800,4700,FALSE,5800
3845,28,right,5400,5399,FALSE,4800
3844,28,returning_champion,16800,14500,TRUE,15000
3844,28,middle,15600,9400,TRUE,15600
3844,28,right,7200,715,FALSE,7200
3843,28,returning_champion,14200,4900,FALSE,15600
3843,28,middle,3600,3595,TRUE,6600
3843,28,right,4600,3000,TRUE,7600
3840,28,returning_champion,14600,8000,TRUE,16800
3840,28,middle,16000,13300,TRUE,14600
3840,28,right,3000,2998,FALSE,3000
3841,28,returning_champion,19600,10000,TRUE,19400
3841,28,middle,14400,4600,FALSE,13400
3841,28,right,14400,6000,FALSE,14400
3839,28,returning_champion,19000,2500,TRUE,20400
3839,28,middle,4800,1000,TRUE,4800
3839,28,right,1000,500,TRUE,4000
3838,28,returning_champion,8600,2000,FALSE,7400
3838,28,middle,11400,10000,FALSE,14200
3838,28,right,8400,8311,TRUE,9400
3837,28,returning_champion,8800,3000,FALSE,9000
3837,28,middle,11200,6401,FALSE,15200
3837,28,right,11600,6011,FALSE,11600
3836,28,returning_champion,13800,13750,FALSE,12400
3836,28,middle,6200,6200,FALSE,6200
3836,28,right,11800,6011,FALSE,12800
3835,28,returning_champion,9600,9600,TRUE,12000
3835,28,middle,19200,3401,TRUE,15000
3835,28,right,11300,2000,TRUE,10800
3834,28,returning_champion,18200,4000,TRUE,18200
3834,28,middle,400,219,TRUE,2800
3834,28,right,11000,10500,TRUE,11000
3833,28,returning_champion,6400,6399,TRUE,6400
3833,28,middle,28400,1711,FALSE,23000
3833,28,right,11800,10112,FALSE,11800
3832,28,returning_champion,8200,8200,FALSE,9200
3832,28,middle,22400,100,FALSE,22800
3832,28,right,9600,9600,TRUE,9600
3830,28,returning_champion,6800,6800,TRUE,12800
3830,28,middle,19500,3000,FALSE,19000
3830,28,right,14000,7173,TRUE,14000
3831,28,returning_champion,7200,1977,FALSE,9200
3831,28,middle,7300,4300,FALSE,8400
3831,28,right,14200,500,FALSE,14200
3829,28,returning_champion,13400,3000,FALSE,13400
3829,28,middle,8200,3500,TRUE,7800
3829,28,right,11600,8401,TRUE,17600
3828,28,returning_champion,4600,4600,TRUE,5800
3828,28,middle,5200,3000,TRUE,6200
3828,28,right,8800,8800,FALSE,8800
3827,28,returning_champion,17400,7600,FALSE,17600
3827,28,middle,14000,4000,TRUE,14000
3827,28,right,12000,4000,FALSE,12000
3826,28,returning_champion,13200,10401,FALSE,18600
3826,28,middle,11800,7000,FALSE,11800
3826,28,right,8800,8798,FALSE,8000
3825,28,returning_champion,25800,3500,TRUE,22400
3825,28,middle,14400,11401,FALSE,9200
3825,28,right,3200,3199,FALSE,3200
3824,28,returning_champion,17000,6000,FALSE,17000
3824,28,middle,15600,1500,FALSE,18200
3824,28,right,12200,12000,TRUE,10000
3823,28,returning_champion,5800,5800,TRUE,5800
3823,28,middle,32600,7400,TRUE,24200
3823,28,right,7800,7799,TRUE,7800
3822,28,returning_champion,12400,3600,FALSE,14400
3822,28,middle,10400,7600,TRUE,13400
3822,28,right,12900,2000,FALSE,12200
3821,28,returning_champion,11600,7000,TRUE,11600
3821,28,middle,20600,500,FALSE,22400
3821,28,right,9600,9600,TRUE,9600
3820,28,returning_champion,18800,6001,FALSE,18800
3820,28,middle,7200,4300,TRUE,9200
3820,28,right,12400,6600,TRUE,12000
3819,28,returning_champion,29400,600,FALSE,25400
3819,28,middle,10800,10799,FALSE,10800
3819,28,right,4800,4799,FALSE,4400
3817,28,returning_champion,14800,9201,TRUE,11800
3817,28,middle,15500,14101,TRUE,14800
3817,28,right,10000,5000,TRUE,10000
3818,28,returning_champion,21000,1801,FALSE,21000
3818,28,middle,11400,10000,TRUE,11400
3818,28,right,11000,11000,TRUE,12800
3816,28,returning_champion,11800,8401,TRUE,11800
3816,28,middle,11801,11000,FALSE,11400
3816,28,right,8400,3402,FALSE,8400
3815,28,returning_champion,11600,8401,TRUE,11600
3815,28,middle,5800,2800,TRUE,5200
3815,28,right,14800,11601,TRUE,13800
3814,28,returning_champion,13800,13800,TRUE,13800
3814,28,middle,14000,14000,TRUE,16200
3814,28,right,23400,4601,FALSE,16400
3813,28,returning_champion,27200,3000,TRUE,27200
3813,28,middle,6800,6800,FALSE,6800
3813,28,right,5800,5000,FALSE,5800
3812,28,returning_champion,17200,16401,FALSE,11400
3812,28,middle,15600,12000,TRUE,13200
3812,28,right,16400,16398,FALSE,16400
3811,28,returning_champion,10800,9200,FALSE,10400
3811,28,middle,14400,11201,FALSE,15600
3811,28,right,12800,8000,FALSE,12800
3810,28,returning_champion,5600,4000,TRUE,5600
3810,28,middle,13200,9300,TRUE,11600
3810,28,right,11200,1,FALSE,10600
3809,28,returning_champion,17600,3201,FALSE,16600
3809,28,middle,4400,2001,TRUE,6600
3809,28,right,10400,10400,FALSE,13800
3808,28,returning_champion,8000,0,FALSE,9000
3808,28,middle,22400,6401,FALSE,18600
3808,28,right,14400,4000,TRUE,13200
3806,28,returning_champion,1000,1000,FALSE,1000
3806,28,middle,9200,3000,TRUE,11200
3806,28,right,1100,550,TRUE,1200
3805,28,returning_champion,6200,6200,TRUE,6200
3805,28,middle,11100,5000,FALSE,14600
3805,28,right,14800,7401,FALSE,14200
3807,28,returning_champion,18800,8801,FALSE,18800
3807,28,middle,11200,8000,TRUE,10200
3807,28,right,13400,13000,FALSE,11600
3804,28,returning_champion,25800,4200,FALSE,23000
3804,28,middle,5800,2600,FALSE,5800
3804,28,right,3200,2601,FALSE,8200
3803,28,returning_champion,10800,5201,TRUE,10600
3803,28,middle,8000,8000,FALSE,5200
3803,28,right,7200,7199,TRUE,7200
3802,28,returning_champion,16200,10601,FALSE,17800
3802,28,middle,800,44,TRUE,800
3802,28,right,13400,11798,FALSE,13600
3801,28,returning_champion,9400,5001,TRUE,14200
3801,28,middle,6800,6000,FALSE,6800
3801,28,right,14400,4401,TRUE,17000
3800,28,returning_champion,19200,800,TRUE,23200
3800,28,middle,9000,7000,FALSE,9000
3800,28,right,8700,7500,TRUE,11000
3799,28,returning_champion,19100,1930,FALSE,18800
3799,28,middle,5000,1000,FALSE,5000
3799,28,right,5600,4400,FALSE,3800
3798,28,returning_champion,6100,6100,TRUE,6800
3798,28,middle,5000,4500,TRUE,5000
3798,28,right,12200,0,TRUE,16000
3797,28,returning_champion,11900,2101,TRUE,16800
3797,28,middle,13000,12900,FALSE,13000
3797,28,right,7000,3000,FALSE,7000
3795,28,returning_champion,19800,716,FALSE,18000
3795,28,middle,1800,10,FALSE,2800
3795,28,right,400,400,FALSE,4600
3796,28,returning_champion,8800,7000,FALSE,11800
3796,28,middle,11200,11198,FALSE,9800
3796,28,right,19000,3401,FALSE,18000
3793,28,returning_champion,18400,6600,FALSE,14800
3793,28,middle,21600,16499,FALSE,20200
3793,28,right,2600,2598,TRUE,2600
3792,28,returning_champion,18200,0,TRUE,16000
3792,28,middle,6200,6199,FALSE,8200
3792,28,right,3200,3198,FALSE,8400
3791,28,returning_champion,22400,14500,TRUE,20600
3791,28,middle,7400,7000,FALSE,7400
3791,28,right,18400,14400,FALSE,11600
3790,28,returning_champion,17000,3000,TRUE,20400
3790,28,middle,3200,400,TRUE,3200
3790,28,right,1800,1401,FALSE,1800
3789,28,returning_champion,22200,10000,TRUE,24000
3789,28,middle,16000,6201,TRUE,13200
3789,28,right,-1000,N/A,N/A,-1000
3788,28,returning_champion,19800,5200,TRUE,19600
3788,28,middle,6800,0,FALSE,6800
3788,28,right,20200,19401,FALSE,14000
3787,28,returning_champion,22600,2400,TRUE,22600
3787,28,middle,6100,0,FALSE,10400
3787,28,right,7600,4601,TRUE,7600
3786,28,returning_champion,27600,11000,FALSE,21200
3786,28,middle,19200,2700,FALSE,21200
3786,28,right,8200,8200,FALSE,8200
3784,28,returning_champion,3000,3000,FALSE,3000
3784,28,middle,20200,8000,TRUE,19000
3784,28,right,13800,7242,FALSE,13400
3783,28,returning_champion,18600,18600,FALSE,18400
3783,28,middle,8600,8000,TRUE,8600
3783,28,right,18600,18600,TRUE,18800
3782,28,returning_champion,22200,2200,TRUE,20800
3782,28,middle,5600,3000,TRUE,5000
3782,28,right,7200,4001,FALSE,7200
3781,28,returning_champion,2000,1937,FALSE,1400
3781,28,middle,8400,8400,FALSE,8400
3781,28,right,25600,8799,TRUE,26400
3780,28,returning_champion,11600,11600,TRUE,12800
3780,28,middle,10000,0,FALSE,10000
3780,28,right,13600,11600,TRUE,13200
3779,28,returning_champion,15200,15200,FALSE,13600
3779,28,middle,12800,6400,TRUE,12800
3779,28,right,15800,9801,FALSE,15000
3778,28,returning_champion,12600,5000,FALSE,12600
3778,28,middle,17400,8000,FALSE,15600
3778,28,right,1700,830,FALSE,6200
3777,28,returning_champion,10600,10000,FALSE,6800
3777,28,middle,11600,9700,TRUE,14600
3777,28,right,8600,8599,FALSE,9600
3775,28,returning_champion,3000,0,TRUE,3000
3775,28,middle,14200,8200,FALSE,21800
3775,28,right,16000,12401,TRUE,15800
3774,28,returning_champion,19200,1979,TRUE,15000
3774,28,middle,2600,2500,TRUE,2600
3774,28,right,8000,7122,TRUE,11000
3772,28,returning_champion,9200,9194,TRUE,12600
3772,28,middle,11000,9201,TRUE,11000
3772,28,right,7400,4000,FALSE,7600
3773,28,returning_champion,18800,1000,TRUE,19800
3773,28,middle,8800,5302,FALSE,6200
3773,28,right,7000,6997,FALSE,10000
3771,28,returning_champion,13400,10000,FALSE,16600
3771,28,middle,22200,4601,TRUE,12600
3771,28,right,11400,11400,FALSE,11400
3770,28,returning_champion,9800,9800,TRUE,9400
3770,28,middle,17800,13001,TRUE,17800
3770,28,right,15400,10000,FALSE,15000
3769,28,returning_champion,22800,4200,TRUE,23000
3769,28,middle,7600,2801,TRUE,7600
3769,28,right,5200,5199,TRUE,10200
3767,28,returning_champion,1600,0,TRUE,1600
3767,28,middle,34800,500,FALSE,22600
3767,28,right,17600,400,TRUE,16600
3768,28,returning_champion,13400,13399,TRUE,13400
3768,28,middle,7000,6999,TRUE,7000
3768,28,right,17600,9205,TRUE,10400
3766,28,returning_champion,23400,15001,TRUE,21200
3766,28,middle,19200,19000,TRUE,14400
3766,28,right,12800,12795,TRUE,10400
3765,28,returning_champion,20000,8401,FALSE,16600
3765,28,middle,14000,14000,FALSE,12000
3765,28,right,14200,13199,FALSE,14200
3764,28,returning_champion,11600,2600,TRUE,11600
3764,28,middle,20200,8201,TRUE,23200
3764,28,right,14200,13000,FALSE,10000
3763,28,returning_champion,8000,5000,TRUE,9000
3763,28,middle,22200,2800,TRUE,22200
3763,28,right,400,400,TRUE,4400
3762,28,returning_champion,7800,2200,FALSE,7800
3762,28,middle,13400,4000,FALSE,13400
3762,28,right,8650,6951,TRUE,6800
3761,28,returning_champion,13200,13199,FALSE,13600
3761,28,middle,10600,600,FALSE,10800
3761,28,right,17200,9201,FALSE,17200
3760,28,returning_champion,15600,14400,FALSE,13000
3760,28,middle,14600,14600,FALSE,14600
3760,28,right,4600,0,FALSE,10800
3759,28,returning_champion,43200,6800,TRUE,19000
3759,28,middle,9400,9400,TRUE,9400
3759,28,right,11000,5000,FALSE,10600
3757,28,returning_champion,11800,138,FALSE,11800
3757,28,middle,13400,12345,FALSE,13400
3757,28,right,27600,0,FALSE,12400
3758,28,returning_champion,10800,2001,FALSE,10800
3758,28,middle,6400,6400,FALSE,10400
3758,28,right,5200,5188,FALSE,5200
3755,28,returning_champion,10400,10399,TRUE,10400
3755,28,middle,26200,1001,TRUE,29000
3755,28,right,5400,5398,FALSE,5400
3756,28,returning_champion,12200,11800,TRUE,12200
3756,28,middle,15200,3399,TRUE,17600
3756,28,right,5900,5900,FALSE,7400
3754,28,returning_champion,1200,1200,TRUE,1200
3754,28,middle,8600,7403,TRUE,10800
3754,28,right,16800,401,TRUE,16800
3753,28,returning_champion,2000,1986,FALSE,2000
3753,28,middle,4200,4200,FALSE,6200
3753,28,right,20800,10000,TRUE,18400
3752,28,returning_champion,39800,20200,FALSE,32000
3752,28,middle,8800,8800,FALSE,8600
3752,28,right,6000,12,TRUE,6000
3751,28,returning_champion,16400,3,TRUE,14400
3751,28,middle,12000,4401,TRUE,10800
3751,28,right,400,115,FALSE,400
3750,28,returning_champion,27800,6201,FALSE,24800
3750,28,middle,1200,1200,FALSE,1200
3750,28,right,17000,16800,TRUE,17000
3749,28,returning_champion,14400,14000,TRUE,13600
3749,28,middle,10600,10100,FALSE,10600
3749,28,right,22200,6601,TRUE,18000
3748,28,returning_champion,8000,1000,FALSE,8000
3748,28,middle,2900,2899,TRUE,6400
3748,28,right,4400,4400,FALSE,9000
3747,28,returning_champion,14600,4999,TRUE,10600
3747,28,middle,15200,14000,TRUE,14000
3747,28,right,4800,4800,TRUE,3600
3746,28,returning_champion,19200,4801,TRUE,20200
3746,28,middle,12000,5999,TRUE,10000
3746,28,right,3000,2999,TRUE,3000
3745,28,returning_champion,6000,6000,FALSE,6000
3745,28,middle,23600,10801,TRUE,21800
3745,28,right,17200,16000,TRUE,15800
3744,28,returning_champion,10200,10199,TRUE,8800
3744,28,middle,10400,10400,FALSE,13400
3744,28,right,15400,5401,FALSE,15400
3743,28,returning_champion,19600,16001,FALSE,17800
3743,28,middle,9400,9399,TRUE,8800
3743,28,right,17800,17600,TRUE,16600
3742,28,returning_champion,12600,12599,TRUE,12600
3742,28,middle,11000,10000,FALSE,14800
3742,28,right,16400,8801,TRUE,14400
3741,28,returning_champion,8600,7599,FALSE,8600
3741,28,middle,20400,19200,FALSE,21600
3741,28,right,19800,2559,TRUE,17000
3740,28,returning_champion,6800,5201,FALSE,8400
3740,28,middle,6000,5998,FALSE,14000
3740,28,right,7600,6001,FALSE,7600
3739,28,returning_champion,8000,7998,TRUE,8000
3739,28,middle,9400,6601,TRUE,9600
3739,28,right,14800,4001,FALSE,14800
3738,28,returning_champion,12200,10000,FALSE,11600
3738,28,middle,12600,6000,FALSE,12600
3738,28,right,18200,7001,TRUE,14000
3737,28,returning_champion,32400,7600,FALSE,30200
3737,28,middle,5200,1840,TRUE,3800
3737,28,right,10600,0,FALSE,10600
3736,28,returning_champion,13200,4400,TRUE,13200
3736,28,middle,17600,8801,TRUE,17600
3736,28,right,5600,5600,TRUE,6600
3734,28,returning_champion,26400,2700,TRUE,23800
3734,28,middle,8200,7200,TRUE,11400
3734,28,right,11800,4601,TRUE,11800
3733,28,returning_champion,31200,7500,FALSE,21400
3733,28,middle,11200,9201,FALSE,11200
3733,28,right,10200,1100,FALSE,10200
3729,28,returning_champion,19300,2500,FALSE,21600
3729,28,middle,8200,8199,TRUE,8200
3729,28,right,8000,201,FALSE,7000
3735,28,returning_champion,14200,2500,TRUE,12600
3735,28,middle,8200,8200,FALSE,7400
3735,28,right,17600,12400,FALSE,17000
3726,28,returning_champion,16600,16500,TRUE,22000
3726,28,middle,16400,5000,TRUE,13000
3726,28,right,2200,1600,TRUE,2200
3725,28,returning_champion,38800,12000,TRUE,23200
3725,28,middle,10600,10600,FALSE,10600
3725,28,right,9000,8999,TRUE,9000
3724,28,returning_champion,11600,11598,TRUE,10600
3724,28,middle,21300,7500,TRUE,24800
3724,28,right,5200,2000,TRUE,5200
3723,28,returning_champion,28800,15201,TRUE,28200
3723,28,middle,22000,8400,FALSE,9000
3723,28,right,6400,5000,FALSE,6400
3722,28,returning_champion,2600,600,TRUE,2600
3722,28,middle,4400,4000,TRUE,5400
3722,28,right,32400,6500,TRUE,33000
3721,28,returning_champion,14600,14600,TRUE,16600
3721,28,middle,16000,13201,TRUE,17000
3721,28,right,6600,6599,TRUE,6600
3720,28,returning_champion,32800,7200,TRUE,26200
3720,28,middle,7900,7700,TRUE,9400
3720,28,right,7600,400,TRUE,7600
3719,28,returning_champion,14000,2001,FALSE,14200
3719,28,middle,8000,6100,TRUE,8000
3719,28,right,4800,4000,FALSE,6800
3717,28,returning_champion,8400,4601,FALSE,12000
3717,28,middle,11800,5001,TRUE,11800
3717,28,right,13000,10601,FALSE,12200
3718,28,returning_champion,23400,6601,FALSE,22600
3718,28,middle,6600,6599,FALSE,6600
3718,28,right,15000,14998,FALSE,13600
3716,28,returning_champion,16000,0,TRUE,16200
3716,28,middle,11800,11800,FALSE,11800
3716,28,right,4400,4399,TRUE,4400
3715,28,returning_champion,16600,7801,TRUE,16400
3715,28,middle,12200,3401,TRUE,12200
3715,28,right,10000,6801,TRUE,9800
3714,28,returning_champion,9200,9199,TRUE,13200
3714,28,middle,14000,13201,FALSE,13800
3714,28,right,13600,10400,FALSE,12000
3713,27,returning_champion,20000,8401,TRUE,18600
3713,27,middle,14200,0,FALSE,11000
3713,27,right,6200,2400,FALSE,6200
3712,27,returning_champion,11400,7400,TRUE,15600
3712,27,middle,27200,2800,TRUE,25800
3712,27,right,1800,1798,TRUE,1800
3709,27,returning_champion,19600,10401,FALSE,19800
3709,27,middle,15000,14998,FALSE,12200
3709,27,right,14800,4000,TRUE,13400
3708,27,returning_champion,14200,6201,TRUE,16000
3708,27,middle,6400,1800,FALSE,6400
3708,27,right,10200,10200,TRUE,9800
3707,27,returning_champion,17400,1000,TRUE,16600
3707,27,middle,4200,4198,TRUE,4200
3707,27,right,7600,3000,FALSE,9600
3706,27,returning_champion,13600,0,FALSE,12400
3706,27,middle,15800,15800,TRUE,16400
3706,27,right,16200,16000,FALSE,16200
3704,27,returning_champion,7400,7400,FALSE,16400
3704,27,middle,6600,3399,FALSE,6200
3704,27,right,26200,3800,TRUE,24800
3702,27,returning_champion,26000,3599,TRUE,22200
3702,27,middle,10800,5400,TRUE,10800
3702,27,right,11200,11200,TRUE,15000
3701,27,returning_champion,17400,3801,TRUE,15600
3701,27,middle,7600,7500,TRUE,7600
3701,27,right,10600,7000,TRUE,17600
3700,27,returning_champion,39200,15800,TRUE,27600
3700,27,middle,8400,5000,FALSE,8400
3700,27,right,9100,8000,TRUE,8400
3698,27,returning_champion,10800,7801,FALSE,10800
3698,27,middle,39400,8600,TRUE,27000
3698,27,right,9400,599,TRUE,9400
3699,27,returning_champion,14800,14000,TRUE,13600
3699,27,middle,18800,10801,TRUE,18800
3699,27,right,9400,9399,TRUE,7600
3697,27,returning_champion,14800,5201,TRUE,16000
3697,27,middle,2800,1200,TRUE,2800
3697,27,right,17800,12000,TRUE,17800
3696,27,returning_champion,12700,1701,TRUE,13200
3696,27,middle,7200,5201,TRUE,9200
3696,27,right,6200,5800,FALSE,7400
3695,27,returning_champion,9400,1000,FALSE,9400
3695,27,middle,17600,7601,FALSE,15600
3695,27,right,12600,6201,FALSE,13600
3694,27,returning_champion,21400,201,TRUE,26200
3694,27,right,10800,10799,TRUE,8000
3693,27,returning_champion,9600,2400,TRUE,9600
3693,27,middle,12200,7001,FALSE,14200
3693,27,right,3600,3600,TRUE,3200
3692,27,returning_champion,9000,8000,FALSE,10000
3692,27,middle,11600,6401,TRUE,11600
3692,27,right,4600,1000,FALSE,4400
3691,27,returning_champion,14400,6201,TRUE,14400
3691,27,middle,20600,8200,TRUE,19400
3691,27,right,11000,5000,TRUE,11200
3690,27,returning_champion,21800,0,TRUE,21000
3690,27,middle,9800,3399,FALSE,10800
3690,27,right,3200,2000,FALSE,4400
3689,27,returning_champion,16200,13401,TRUE,15200
3689,27,middle,10100,7501,FALSE,10400
3689,27,right,14800,3800,TRUE,14000
3688,27,returning_champion,11000,9001,TRUE,15200
3688,27,middle,10000,2201,TRUE,9600
3688,27,right,12200,10000,TRUE,12200
3687,27,returning_champion,15400,2601,FALSE,14200
3687,27,middle,15600,15201,TRUE,13600
3687,27,right,9000,0,FALSE,9000
3686,27,returning_champion,21200,4000,TRUE,22200
3686,27,middle,8200,3401,TRUE,8200
3686,27,right,5800,5000,TRUE,5800
3685,27,returning_champion,12400,12400,TRUE,10800
3685,27,middle,19600,7000,TRUE,22600
3685,27,right,7400,7399,TRUE,7400
3682,27,returning_champion,21400,0,TRUE,20600
3682,27,middle,9900,7000,TRUE,8600
3682,27,right,10000,4500,TRUE,10000
3684,27,returning_champion,19400,4400,FALSE,16000
3684,27,middle,3800,3799,FALSE,3800
3684,27,right,5600,2001,FALSE,7600
3678,27,returning_champion,21800,3801,TRUE,21200
3678,27,middle,12800,12800,FALSE,9400
3678,27,right,8400,8400,TRUE,8400
3677,27,returning_champion,17200,4401,TRUE,18800
3677,27,middle,6200,4601,TRUE,6200
3677,27,right,10800,10799,TRUE,11800
3675,27,returning_champion,-400,N/A,N/A,-400
3675,27,middle,11800,7200,FALSE,11800
3675,27,right,13400,10201,TRUE,15000
3673,27,returning_champion,4000,2800,TRUE,7000
3673,27,middle,8200,7200,FALSE,8200
3673,27,right,15300,600,FALSE,16800
3672,27,returning_champion,18200,9799,FALSE,15800
3672,27,middle,22400,14100,TRUE,13200
3672,27,right,5600,5599,FALSE,5600
3669,27,returning_champion,25200,5000,TRUE,19800
3669,27,middle,4600,1000,FALSE,10600
3669,27,right,9800,257,TRUE,9800
3667,27,returning_champion,19800,100,FALSE,19800
3667,27,middle,9800,0,TRUE,11400
3667,27,right,9200,9199,FALSE,9200
3668,27,returning_champion,7600,7600,TRUE,7600
3668,27,middle,29800,401,TRUE,23800
3668,27,right,15100,15000,TRUE,13000
3664,27,returning_champion,6200,5600,FALSE,6200
3664,27,middle,13400,1601,FALSE,13400
3664,27,right,7500,7490,FALSE,9400
3663,27,returning_champion,3200,2401,FALSE,5200
3663,27,middle,22400,5600,FALSE,22000
3663,27,right,5600,801,FALSE,5600
3662,27,returning_champion,9000,8765,TRUE,12000
3662,27,middle,11000,7201,TRUE,11000
3662,27,right,18200,199,FALSE,19200
3661,27,returning_champion,12600,12345,TRUE,9200
3661,27,middle,13600,11642,FALSE,13600
3661,27,right,12400,0,TRUE,12400
3660,27,returning_champion,8400,2400,TRUE,8400
3660,27,middle,9600,7201,TRUE,11200
3660,27,right,15000,5432,TRUE,13600
3659,27,returning_champion,15400,9001,TRUE,13400
3659,27,middle,7400,2000,TRUE,9200
3659,27,right,12200,5000,TRUE,12200
3658,27,returning_champion,14600,10401,TRUE,14600
3658,27,middle,7600,7600,FALSE,6200
3658,27,right,25000,4201,TRUE,22400
3657,27,returning_champion,16800,0,FALSE,16800
3657,27,middle,17500,16101,TRUE,16200
3657,27,right,9600,9600,FALSE,12600
3656,27,returning_champion,11200,11200,FALSE,11200
3656,27,middle,19200,3205,TRUE,19200
3656,27,right,9800,5000,TRUE,9800
3655,27,returning_champion,10800,5202,FALSE,9400
3655,27,middle,13200,13000,FALSE,14000
3655,27,right,16000,10401,FALSE,16000
3653,27,returning_champion,10200,8201,TRUE,10200
3653,27,middle,9200,3000,FALSE,7800
3653,27,right,27200,5000,TRUE,19400
3654,27,returning_champion,12800,8001,FALSE,15200
3654,27,middle,10400,3600,TRUE,10400
3654,27,right,13700,11901,FALSE,12800
3652,27,returning_champion,14200,10601,TRUE,14200
3652,27,middle,12400,12300,TRUE,12400
3652,27,right,11200,6000,FALSE,16200
3651,27,returning_champion,7800,7800,TRUE,8800
3651,27,middle,9200,6401,TRUE,10200
3651,27,right,5200,5200,FALSE,5200
3650,27,returning_champion,19200,5000,TRUE,19200
3650,27,middle,10200,6000,TRUE,8600
3650,27,right,1900,900,TRUE,3400
3649,27,returning_champion,9100,9100,TRUE,8400
3649,27,middle,9200,6601,FALSE,12200
3649,27,right,15800,2500,FALSE,17800
3648,27,returning_champion,11100,11000,TRUE,10600
3648,27,middle,20400,2600,TRUE,18400
3648,27,right,8800,800,TRUE,10800
3647,27,returning_champion,17400,2600,TRUE,16600
3647,27,middle,2300,2298,TRUE,3800
3647,27,right,7200,2599,FALSE,10200
3646,27,returning_champion,14400,14000,TRUE,14400
3646,27,middle,33600,1400,TRUE,26600
3646,27,right,4800,4000,TRUE,4800
3645,27,returning_champion,10200,10000,FALSE,8600
3645,27,middle,14400,7801,TRUE,14400
3645,27,right,22200,7000,TRUE,19000
3644,27,returning_champion,4600,4600,FALSE,4600
3644,27,middle,7000,7000,FALSE,7000
3644,27,right,24500,125,FALSE,21000
3643,27,returning_champion,14300,12000,TRUE,13000
